origin,destination,flow
Oripää,Nousiainen,3
Korsholm,Nykarleby,3
Kittilä,Rovaniemi,3
Naantali,Loimaa,3
Vimpeli,Soini,3
Kaskinen,Vaasa,3
Pyhäjärvi,Viitasaari,3
Pyhäjoki,Kannus,3
Luumäki,Iitti,3
Kokemäki,Lempäälä,3
Sonkajärvi,Vaala,3
Föglö,Sund,3
Karvia,Ilmajoki,3
Oripää,Kokemäki,3
Luumäki,Lahti,3
Jokioinen,Marttila,3
Tuusula,Myrskylä,3
Ylivieska,Kaustinen,3
Karvia,Karijoki,3
Mäntsälä,Asikkala,3
Valtimo,Iisalmi,3
Nivala,Pyhäjoki,3
Imatra,Juva,3
Kokemäki,Kaarina,3
Haapajärvi,Kalajoki,3
Viitasaari,Haapajärvi,3
Harjavalta,Turku,3
Pielavesi,Äänekoski,3
Karvia,Siikainen,3
Virolahti,Loviisa,3
Masku,Rauma,3
Kankaanpää,Eurajoki,3
Ypäjä,Helsinki,3
Puolanka,Ristijärvi,3
Urjala,Salo,3
Ähtäri,Äänekoski,3
Loppi,Kärkölä,3
Jämijärvi,Isojoki,3
Akaa,Vantaa,3
Tampere,Hyvinkää,3
Kaavi,Lapinlahti,3
Kaavi,Nurmes,3
Saarijärvi,Vimpeli,3
Kimitoön,Lohja,3
Rovaniemi,Posio,3
Uusikaupunki,Pöytyä,3
Hämeenkyrö,Säkylä,3
Nurmijärvi,Ingå,3
Lemland,Eckerö,3
Mäntsälä,Lapinjärvi,3
Vehmaa,Kustavi,3
Loppi,Kauniainen,3
Vehmaa,Aura,3
Juuka,Tuusniemi,3
Lapua,Vimpeli,3
Lapua,Ähtäri,3
Nurmes,Joensuu,3
Ypäjä,Oripää,3
Tampere,Keuruu,3
Ruovesi,Ähtäri,3
Tampere,Jämsä,3
Lahti,Kangasala,3
Jämijärvi,Merikarvia,3
Laukaa,Keuruu,3
Aura,Säkylä,3
Aura,Tampere,3
Laukaa,Kuopio,3
Seinäjoki,Kihniö,3
Tampere,Jokioinen,3
Myrskylä,Janakkala,3
Loimaa,Harjavalta,3
Nurmijärvi,Somero,3
Merikarvia,Rauma,3
Kajaani,Suomussalmi,3
Saarijärvi,Jämsä,3
Hollola,Lapinjärvi,3
Hollola,Loppi,3
Hollola,Loviisa,3
Hollola,Myrskylä,3
Nousiainen,Marttila,3
Tammela,Vesilahti,3
Lempäälä,Loimaa,3
Kemijärvi,Ranua,3
Merikarvia,Nakkila,3
Akaa,Ypäjä,3
Rusko,Laitila,3
Oripää,Forssa,3
Tammela,Sastamala,3
Liperi,Tuusniemi,3
Heinola,Askola,3
Hämeenkyrö,Punkalaidun,3
Rusko,Koski_Tl,3
Lempäälä,Humppila,3
Akaa,Säkylä,3
Kajaani,Kuhmo,3
Puumala,Ruokolahti,3
Honkajoki,Pomarkku,3
Mikkeli,Kuopio,3
Oripää,Eura,3
Vesilahti,Punkalaidun,3
Hämeenkyrö,Pälkäne,3
Äänekoski,Jämsä,3
Akaa,Salo,3
Kökar,Kaarina,3
Kökar,Jomala,3
Kökar,Föglö,3
Merikarvia,Parkano,3
Lempäälä,Forssa,3
Heinola,Vantaa,3
Tampere,Lahti,3
Savonlinna,Tohmajärvi,3
Salo,Akaa,3
Heinola,Riihimäki,3
Mikkeli,Toivakka,3
Ruovesi,Pälkäne,3
Asikkala,Tampere,3
Jämsä,Multia,3
Ruovesi,Lempäälä,3
Nurmijärvi,Tammela,3
Mikkeli,Suonenjoki,3
Salo,Laitila,3
Vantaa,Raasepori,3
Pöytyä,Punkalaidun,3
Heinola,Porvoo,3
Orivesi,Hämeenkyrö,3
Nurmes,Siilinjärvi,3
Jämsä,Lempäälä,3
Askola,Hämeenlinna,3
Heinola,Padasjoki,3
Miehikkälä,Savitaipale,3
Ii,Tornio,3
Tervo,Lapinlahti,3
Raisio,Marttila,3
Orivesi,Vesilahti,3
Salo,Säkylä,3
Lappeenranta,Juva,3
Loimaa,Rauma,3
Mikkeli,Asikkala,3
Ii,Liminka,3
Hirvensalmi,Kangasniemi,3
Lappajärvi,Vöyri,3
Polvijärvi,Tuusniemi,3
Ii,Muhos,3
Ii,Pudasjärvi,3
Ii,Raahe,3
Ii,Hailuoto,3
Lappajärvi,Perho,3
Hämeenlinna,Jämsä,3
Mynämäki,Pyhäranta,3
Askola,Kotka,3
Parkano,Siikainen,3
Lapua,Kauhajoki,3
Mynämäki,Oripää,3
Lapua,Evijärvi,3
Tervola,Oulu,3
Savitaipale,Puumala,3
Salo,Hyvinkää,3
Oulainen,Lumijoki,3
Vantaa,Loviisa,3
Pieksämäki,Rantasalmi,3
Askola,Kouvola,3
Puumala,Lemi,3
Lapua,Kaustinen,3
Salo,Eura,3
Kaarina,Laitila,3
Uusikaupunki,Pargas,3
Mäntyharju,Orimattila,3
Loimaa,Kimitoön,3
Nurmes,Polvijärvi,3
Savitaipale,Kotka,3
Ruovesi,Alavus,3
Perho,Haapajärvi,3
Miehikkälä,Lemi,3
Laitila,Ulvila,3
Järvenpää,Myrskylä,3
Ähtäri,Ilmajoki,3
Raisio,Laitila,3
Pirkkala,Forssa,3
Pomarkku,Nakkila,3
Laitila,Paimio,3
Hollola,Askola,3
Savitaipale,Hamina,3
Lapinjärvi,Tuusula,3
Laitila,Kustavi,3
Raisio,Rauma,3
Parkano,Pori,3
Tervo,Äänekoski,3
Raisio,Vehmaa,3
Jämsä,Ruovesi,3
Pornainen,Hollola,3
Pornainen,Kirkkonummi,3
Kuopio,Äänekoski,3
Joroinen,Jyväskylä,3
Urjala,Janakkala,3
Lestijärvi,Kinnula,3
Hausjärvi,Tampere,3
Loviisa,Hausjärvi,3
Kuusamo,Kemijärvi,3
Joroinen,Kangasniemi,3
Urjala,Kaarina,3
Nokia,Punkalaidun,3
Rovaniemi,Kittilä,3
Kuusamo,Suomussalmi,3
Lestijärvi,Kannus,3
Lestijärvi,Halsua,3
Outokumpu,Enonkoski,3
Hämeenlinna,Punkalaidun,3
Mynämäki,Harjavalta,3
Hollola,Tampere,3
Outokumpu,Juuka,3
Juva,Lappeenranta,3
Varkaus,Kangasniemi,3
Pöytyä,Forssa,3
Espoo,Janakkala,3
Rusko,Uusikaupunki,3
Punkalaidun,Ylöjärvi,3
Kangasala,Mänttä-Vilppula,3
Toholampi,Halsua,3
Espoo,Hämeenlinna,3
Tammela,Lieto,3
Hausjärvi,Valkeakoski,3
Kuortane,Evijärvi,3
Mänttä-Vilppula,Multia,3
Espoo,Loviisa,3
Kangasniemi,Joroinen,3
Eura,Aura,3
Raasepori,Loimaa,3
Loviisa,Kirkkonummi,3
Heinävesi,Kaavi,3
Närpes,Isojoki,3
Loviisa,Kärkölä,3
Lieksa,Outokumpu,3
Pomarkku,Jämijärvi,3
Raasepori,Loppi,3
Lieksa,Kaavi,3
Vaasa,Kauhajoki,3
Parikkala,Sulkava,3
Espoo,Salo,3
Raasepori,Marttila,3
Heinävesi,Kontiolahti,3
Ikaalinen,Ulvila,3
Kurikka,Malax,3
Lestijärvi,Ylivieska,3
Jyväskylä,Hirvensalmi,3
Tammela,Huittinen,3
Juupajoki,Kuhmoinen,3
Jyväskylä,Heinola,3
Toholampi,Perho,3
Kangasala,Urjala,3
Alajärvi,Kaustinen,3
Äänekoski,Toivakka,3
Hollola,Valkeakoski,3
Kustavi,Laitila,3
Toholampi,Oulainen,3
Siilinjärvi,Rautavaara,3
Hämeenlinna,Salo,3
Enonkoski,Heinävesi,3
Vaasa,Pedersöre,3
Huittinen,Koski_Tl,3
Nokia,Pori,3
Masku,Salo,3
Alajärvi,Vöyri,3
Rusko,Loimaa,3
Enonkoski,Juva,3
Leppävirta,Juva,3
Tammela,Pälkäne,3
Kärkölä,Lapinjärvi,3
Hollola,Pornainen,3
Pudasjärvi,Suomussalmi,3
Kyyjärvi,Lappajärvi,3
Kärkölä,Asikkala,3
Eckerö,Saltvik,3
Ylivieska,Kärsämäki,3
Kalajoki,Siikalatva,3
Raasepori,Raisio,3
Huittinen,Kangasala,3
Ikaalinen,Kihniö,3
Huittinen,Kankaanpää,3
Pomarkku,Kokemäki,3
Alavieska,Haapajärvi,3
Siikainen,Kristinestad,3
Parikkala,Rääkkylä,3
Tammela,Paimio,3
Pyhäranta,Taivassalo,3
Kuopio,Joensuu,3
Riihimäki,Pälkäne,3
Outokumpu,Siilinjärvi,3
Kalajoki,Kaustinen,3
Siikainen,Ulvila,3
Kankaanpää,Lempäälä,3
Sipoo,Janakkala,3
Raasepori,Aura,3
Ylöjärvi,Mänttä-Vilppula,3
Veteli,Reisjärvi,3
Jyväskylä,Kuhmoinen,3
Masku,Sauvo,3
Veteli,Seinäjoki,3
Merikarvia,Harjavalta,3
Kumlinge,Föglö,3
Mynämäki,Kimitoön,3
Äänekoski,Multia,3
Ylöjärvi,Punkalaidun,3
Pihtipudas,Karstula,3
Kankaanpää,Kristinestad,3
Pihtipudas,Ylivieska,3
Kuopio,Heinävesi,3
Juva,Savitaipale,2
Kaustinen,Perho,2
Hankasalmi,Leppävirta,2
Juupajoki,Multia,2
Juva,Puumala,2
Hirvensalmi,Lahti,2
Pyhäranta,Säkylä,2
Kauhajoki,Pori,2
Sastamala,Honkajoki,2
Hirvensalmi,Pieksämäki,2
Orimattila,Padasjoki,2
Kaustinen,Seinäjoki,2
Kauhajoki,Korsnäs,2
Tervo,Saarijärvi,2
Kauhajoki,Malax,2
Rauma,Rusko,2
Hirvensalmi,Toivakka,2
Rauma,Salo,2
Juva,Leppävirta,2
Honkajoki,Merikarvia,2
Parkano,Orivesi,2
Tervo,Sonkajärvi,2
Rauma,Pargas,2
Paltamo,Utajärvi,2
Mikkeli,Ruokolahti,2
Kauhajoki,Kauhava,2
Jokioinen,Kangasala,2
Pirkkala,Janakkala,2
Mäntsälä,Sysmä,2
Jyväskylä,Orivesi,2
Viitasaari,Kyyjärvi,2
Honkajoki,Hämeenkyrö,2
Säkylä,Vehmaa,2
Jyväskylä,Kuopio,2
Turku,Pori,2
Naantali,Säkylä,2
Pyhäranta,Ulvila,2
Hankasalmi,Uurainen,2
Paimio,Vihti,2
Jyväskylä,Vesanto,2
Hankasalmi,Mikkeli,2
Jyväskylä,Viitasaari,2
Naantali,Sauvo,2
Parkano,Teuva,2
Jämijärvi,Eura,2
Toholampi,Pedersöre,2
Jämijärvi,Eurajoki,2
Juupajoki,Hämeenkyrö,2
Säkylä,Pirkkala,2
Jyväskylä,Tampere,2
Jyväskylä,Lahti,2
Tohmajärvi,Parikkala,2
Jokioinen,Kirkkonummi,2
Kauniainen,Askola,2
Paltamo,Puolanka,2
Kauniainen,Raasepori,2
Mäntyharju,Hamina,2
Jyväskylä,Ruovesi,2
Kauniainen,Pornainen,2
Kauniainen,Mäntsälä,2
Juupajoki,Hämeenlinna,2
Rauma,Pomarkku,2
Multia,Tampere,2
Juupajoki,Ikaalinen,2
Tohmajärvi,Ruokolahti,2
Jokioinen,Espoo,2
Kauhava,Larsmo,2
Jämijärvi,Rauma,2
Honkajoki,Huittinen,2
Vaala,Vieremä,2
Mikkeli,Iitti,2
Toholampi,Nykarleby,2
Jämsä,Hollola,2
Pihtipudas,Saarijärvi,2
Toholampi,Pihtipudas,2
Vehmaa,Pöytyä,2
Raahe,Ii,2
Perho,Lestijärvi,2
Juupajoki,Keuruu,2
Vehmaa,Paimio,2
Humppila,Aura,2
Jämijärvi,Ruovesi,2
Pukkila,Hämeenlinna,2
Hollola,Kotka,2
Jämijärvi,Pirkkala,2
Jokioinen,Helsinki,2
Viitasaari,Lestijärvi,2
Mikkeli,Jämsä,2
Rauma,Oripää,2
Pyhäjärvi,Lapinlahti,2
Jämijärvi,Lempäälä,2
Pirkkala,Loimaa,2
Toholampi,Alavieska,2
Pielavesi,Pihtipudas,2
Pyhäranta,Naantali,2
Vaala,Haapavesi,2
Raahe,Kannus,2
Punkalaidun,Kaarina,2
Kankaanpää,Merikarvia,2
Joutsa,Kuhmoinen,2
Harjavalta,Pomarkku,2
Marttila,Sauvo,2
Mänttä-Vilppula,Joutsa,2
Merikarvia,Ikaalinen,2
Vihti,Humppila,2
Karkkila,Askola,2
Kalajoki,Siikajoki,2
Hattula,Lohja,2
Tammela,Oripää,2
Veteli,Kalajoki,2
Turku,Helsinki,2
Toivakka,Uurainen,2
Kangasala,Forssa,2
Hattula,Padasjoki,2
Turku,Hanko,2
Taipalsaari,Miehikkälä,2
Kangasala,Hattula,2
Karijoki,Kaskinen,2
Tammela,Marttila,2
Karijoki,Kankaanpää,2
Heinävesi,Tuusniemi,2
Kangasala,Kuhmoinen,2
Karijoki,Honkajoki,2
Veteli,Haapajärvi,2
Kalajoki,Larsmo,2
Mänttä-Vilppula,Hämeenkyrö,2
Vesilahti,Pälkäne,2
Rauma,Hämeenkyrö,2
Huittinen,Pyhäranta,2
Jokioinen,Raasepori,2
Karkkila,Lahti,2
Tampere,Hausjärvi,2
Huittinen,Hämeenlinna,2
Mänttä-Vilppula,Hämeenlinna,2
Pälkäne,Jämsä,2
Tammela,Ylöjärvi,2
Karkkila,Koski_Tl,2
Siikalatva,Lumijoki,2
Pomarkku,Ylöjärvi,2
Marttila,Rusko,2
Karkkila,Ingå,2
Helsinki,Kotka,2
Siikalatva,Reisjärvi,2
Kalajoki,Haapajärvi,2
Merikarvia,Karijoki,2
Mänttä-Vilppula,Uurainen,2
Hattula,Karkkila,2
Petäjävesi,Virrat,2
Jokioinen,Vihti,2
Pukkila,Kouvola,2
Tammela,Lahti,2
Merikarvia,Eurajoki,2
Kangasniemi,Luhanka,2
Kannonkoski,Kinnula,2
Merijärvi,Haapavesi,2
Kannonkoski,Keitele,2
Tammela,Hollola,2
Mänttä-Vilppula,Lempäälä,2
Kannonkoski,Jyväskylä,2
Veteli,Pyhäjärvi,2
Rantasalmi,Lappeenranta,2
Hausjärvi,Kirkkonummi,2
Hausjärvi,Tammela,2
Rantasalmi,Siilinjärvi,2
Hausjärvi,Kouvola,2
Rantasalmi,Liperi,2
Masku,Somero,2
Kankaanpää,Seinäjoki,2
Pomarkku,Ikaalinen,2
Rantasalmi,Rääkkylä,2
Taivassalo,Rauma,2
Pyhäntä,Paltamo,2
Jomala,Vårdö,2
Kangasniemi,Leppävirta,2
Pyhäntä,Oulainen,2
Heinävesi,Enonkoski,2
Rantasalmi,Joensuu,2
Kannus,Nykarleby,2
Marttila,Ypäjä,2
Hattula,Sipoo,2
Mänttä-Vilppula,Seinäjoki,2
Veteli,Lestijärvi,2
Veteli,Larsmo,2
Kannus,Merijärvi,2
Hattula,Vesilahti,2
Turku,Espoo,2
Pieksämäki,Tervo,2
Heinävesi,Juva,2
Hattula,Ylöjärvi,2
Kannus,Haapavesi,2
Pyhäntä,Nivala,2
Kannus,Evijärvi,2
Taivalkoski,Puolanka,2
Rantasalmi,Kuopio,2
Varkaus,Jyväskylä,2
Vieremä,Pyhäntä,2
Mänttä-Vilppula,Pälkäne,2
Mänttä-Vilppula,Vesilahti,2
Jokioinen,Raisio,2
Sastamala,Humppila,2
Honkajoki,Ylöjärvi,2
Järvenpää,Kotka,2
Järvenpää,Lapinjärvi,2
Sastamala,Koski_Tl,2
Parkano,Lapua,2
Karvia,Lempäälä,2
Parkano,Keuruu,2
Karvia,Kristinestad,2
Joutsa,Pieksämäki,2
Hartola,Hankasalmi,2
Vesanto,Pieksämäki,2
Hartola,Hirvensalmi,2
Järvenpää,Siuntio,2
Järvenpää,Tammela,2
Porvoo,Siuntio,2
Karvia,Jämijärvi,2
Kaarina,Hanko,2
Pieksämäki,Toivakka,2
Hartola,Hämeenlinna,2
Tampere,Muurame,2
Marttila,Forssa,2
Vihti,Ypäjä,2
Karvia,Sastamala,2
Mäntyharju,Kangasniemi,2
Sastamala,Ypäjä,2
Muhos,Ii,2
Jämsä,Saarijärvi,2
Pukkila,Kotka,2
Jokioinen,Kokemäki,2
Harjavalta,Pöytyä,2
Kaskinen,Seinäjoki,2
Kaskinen,Pori,2
Valtimo,Lieksa,2
Jämsä,Toivakka,2
Jämsä,Uurainen,2
Jämsä,Virrat,2
Jämsä,Ylöjärvi,2
Kaskinen,Malax,2
Kaskinen,Korsnäs,2
Paltamo,Vieremä,2
Juuka,Iisalmi,2
Kaskinen,Isojoki,2
Karvia,Ylöjärvi,2
Hirvensalmi,Hartola,2
Honkajoki,Ulvila,2
Honkajoki,Virrat,2
Tampere,Virrat,2
Mäntyharju,Padasjoki,2
Sastamala,Orivesi,2
Marttila,Huittinen,2
Valtimo,Vieremä,2
Parkano,Isojoki,2
Karstula,Keuruu,2
Merikarvia,Sastamala,2
Karstula,Kauhava,2
Pihtipudas,Sievi,2
Joutsa,Hankasalmi,2
Pieksämäki,Savonlinna,2
Pihtipudas,Toholampi,2
Pomarkku,Tampere,2
Helsinki,Pukkila,2
Hattula,Asikkala,2
Joutsa,Asikkala,2
Helsinki,Orimattila,2
Hattula,Askola,2
Karkkila,Valkeakoski,2
Karkkila,Urjala,2
Karkkila,Turku,2
Karkkila,Tampere,2
Marttila,Naantali,2
Huittinen,Hämeenkyrö,2
Marttila,Nousiainen,2
Hartola,Mäntyharju,2
Toivakka,Pieksämäki,2
Helsinki,Tammela,2
Orimattila,Vihti,2
Pomarkku,Rauma,2
Pälkäne,Forssa,2
Tampere,Kuhmoinen,2
Vesanto,Uurainen,2
Sastamala,Parkano,2
Kaarina,Oripää,2
Hartola,Kuhmoinen,2
Tampere,Kokemäki,2
Jokioinen,Oripää,2
Merikarvia,Teuva,2
Karstula,Kronoby,2
Marttila,Kimitoön,2
Karstula,Laukaa,2
Varkaus,Enonkoski,2
Karstula,Lappajärvi,2
Pälkäne,Hyvinkää,2
Joutsa,Juva,2
Kaarina,Vehmaa,2
Karstula,Kuortane,2
Toivakka,Petäjävesi,2
Säkylä,Marttila,2
Nykarleby,Alajärvi,2
Kaustinen,Vöyri,2
Nousiainen,Oripää,2
Myrskylä,Kärkölä,2
Iitti,Tuusula,2
Sievi,Larsmo,2
Kärsämäki,Toholampi,2
Ypäjä,Espoo,2
Pyhtää,Askola,2
Akaa,Pori,2
Ylöjärvi,Virrat,2
Iitti,Pornainen,2
Urjala,Nurmijärvi,2
Akaa,Nakkila,2
Sievi,Kronoby,2
Akaa,Lohja,2
Iitti,Mäntsälä,2
Pyhtää,Espoo,2
Ylöjärvi,Urjala,2
Pertunmaa,Jämsä,2
Kärkölä,Sipoo,2
Kärkölä,Loppi,2
Kärkölä,Lohja,2
Siikainen,Hämeenkyrö,2
Uusikaupunki,Sauvo,2
Hämeenkyrö,Orivesi,2
Jakobstad,Veteli,2
Ikaalinen,Honkajoki,2
Oulu,Haapavesi,2
Ikaalinen,Harjavalta,2
Brändö,Kustavi,2
Brändö,Kumlinge,2
Sievi,Pyhäjärvi,2
Sievi,Pyhäjoki,2
Kärsämäki,Pihtipudas,2
Iitti,Luumäki,2
Ypäjä,Kokemäki,2
Siikainen,Karijoki,2
Loppi,Jokioinen,2
Ypäjä,Nokia,2
Lahti,Kuhmoinen,2
Lahti,Mikkeli,2
Aura,Oripää,2
Iitti,Askola,2
Puumala,Mäntyharju,2
Savonlinna,Savitaipale,2
Seinäjoki,Karijoki,2
Savonlinna,Pieksämäki,2
Ruokolahti,Luumäki,2
Oripää,Valkeakoski,2
Lahti,Vihti,2
Savonlinna,Outokumpu,2
Laihia,Kauhajoki,2
Ypäjä,Naantali,2
Lahti,Karkkila,2
Iitti,Kärkölä,2
Iitti,Hyvinkää,2
Pornainen,Loviisa,2
Rovaniemi,Sodankylä,2
Kimitoön,Rusko,2
Puumala,Rautjärvi,2
Iitti,Järvenpää,2
Urjala,Pöytyä,2
Lahti,Akaa,2
Aura,Somero,2
Ypäjä,Lohja,2
Akaa,Eura,2
Pornainen,Lohja,2
Hämeenkyrö,Urjala,2
Iitti,Vantaa,2
Ypäjä,Masku,2
Hämeenkyrö,Jämijärvi,2
Siikainen,Kauhajoki,2
Kuhmoinen,Janakkala,2
Ilmajoki,Korsnäs,2
Kuopio,Liperi,2
Eura,Masku,2
Kuopio,Polvijärvi,2
Ylivieska,Liminka,2
Siilinjärvi,Äänekoski,2
Siilinjärvi,Vieremä,2
Hankasalmi,Jämsä,2
Sipoo,Hollola,2
Eura,Kaarina,2
Oulu,Pyhäjoki,2
Hyvinkää,Siuntio,2
Eura,Hämeenkyrö,2
Ylivieska,Pedersöre,2
Ylivieska,Pihtipudas,2
Ylivieska,Lestijärvi,2
Ulvila,Tampere,2
Ilmajoki,Alajärvi,2
Nokia,Parkano,2
Oulu,Tornio,2
Kuhmoinen,Pälkäne,2
Riihimäki,Myrskylä,2
Hyvinkää,Myrskylä,2
Kumlinge,Finström,2
Kumlinge,Kustavi,2
Kumlinge,Raisio,2
Sipoo,Kotka,2
Kumlinge,Sund,2
Eura,Oripää,2
Kumlinge,Vehmaa,2
Kumlinge,Vårdö,2
Kuopio,Hankasalmi,2
Oripää,Rusko,2
Hyvinkää,Tammela,2
Urjala,Helsinki,2
Eckerö,Lemland,2
Oripää,Tampere,2
Outokumpu,Savonlinna,2
Ikaalinen,Mänttä-Vilppula,2
Kyyjärvi,Alavus,2
Ylöjärvi,Nakkila,2
Espoo,Forssa,2
Jakobstad,Toholampi,2
Ikaalinen,Kurikka,2
Outokumpu,Rantasalmi,2
Enonkoski,Kuopio,2
Enonkoski,Kitee,2
Loppi,Urjala,2
Ikaalinen,Kokemäki,2
Siikainen,Närpes,2
Pornainen,Kärkölä,2
Outokumpu,Rääkkylä,2
Urjala,Karkkila,2
Ylivieska,Veteli,2
Ristijärvi,Kuhmo,2
Ylöjärvi,Forssa,2
Siilinjärvi,Keitele,2
Pornainen,Heinola,2
Kurikka,Tampere,2
Espoo,Orimattila,2
Kurikka,Virrat,2
Ylöjärvi,Hyvinkää,2
Ikaalinen,Orivesi,2
Kustavi,Kaarina,2
Siikajoki,Ylivieska,2
Espoo,Kärkölä,2
Siikajoki,Siikalatva,2
Ylöjärvi,Jämijärvi,2
Myrskylä,Nurmijärvi,2
Loppi,Hollola,2
Iisalmi,Tervo,2
Uusikaupunki,Kokemäki,2
Alavieska,Kronoby,2
Mynämäki,Ypäjä,2
Äänekoski,Karstula,2
Pedersöre,Vimpeli,2
Lempäälä,Kokemäki,2
Alavieska,Lumijoki,2
Heinola,Espoo,2
Puolanka,Muhos,2
Heinola,Hirvensalmi,2
Uurainen,Jämsä,2
Raasepori,Tammela,2
Lempäälä,Tammela,2
Raasepori,Sipoo,2
Raasepori,Rusko,2
Puolanka,Kempele,2
Äänekoski,Kannonkoski,2
Loimaa,Eurajoki,2
Hämeenlinna,Ypäjä,2
Saarijärvi,Vesanto,2
Ruovesi,Valkeakoski,2
Heinola,Lapinjärvi,2
Laukaa,Kannonkoski,2
Laukaa,Mikkeli,2
Alavus,Multia,2
Nykarleby,Laihia,2
Heinola,Järvenpää,2
Lemi,Savonlinna,2
Loimaa,Hyvinkää,2
Orivesi,Heinola,2
Alavus,Karstula,2
Alavus,Jämsä,2
Lemi,Ruokolahti,2
Heinola,Janakkala,2
Leppävirta,Joensuu,2
Punkalaidun,Ypäjä,2
Aura,Forssa,2
Orivesi,Lahti,2
Alajärvi,Kinnula,2
Hämeenlinna,Pukkila,2
Lieto,Jokioinen,2
Raasepori,Koski_Tl,2
Hämeenlinna,Sysmä,2
Lieto,Lohja,2
Raasepori,Jokioinen,2
Alajärvi,Kokkola,2
Raasepori,Hämeenlinna,2
Alajärvi,Ilmajoki,2
Lieto,Rauma,2
Raasepori,Forssa,2
Lieto,Säkylä,2
Lieto,Taivassalo,2
Alajärvi,Kivijärvi,2
Alajärvi,Kronoby,2
Leppävirta,Laukaa,2
Alajärvi,Lestijärvi,2
Leppävirta,Mikkeli,2
Alajärvi,Vaasa,2
Uurainen,Keuruu,2
Rusko,Rauma,2
Lestijärvi,Haapavesi,2
Mynämäki,Sastamala,2
Uurainen,Mänttä-Vilppula,2
Rusko,Taivassalo,2
Liminka,Ylivieska,2
Lestijärvi,Pyhäjärvi,2
Lestijärvi,Veteli,2
Uurainen,Pieksämäki,2
Punkalaidun,Turku,2
Rusko,Säkylä,2
Laukaa,Joutsa,2
Alavus,Nokia,2
Loimaa,Kangasala,2
Lapinlahti,Vesanto,2
Ähtäri,Kauhava,2
Urjala,Ypäjä,2
Ähtäri,Kyyjärvi,2
Sauvo,Aura,2
Uusikaupunki,Brändö,2
Iisalmi,Kaavi,2
Saltvik,Uusikaupunki,2
Mynämäki,Pori,2
Saltvik,Föglö,2
Asikkala,Tuusula,2
Uusikaupunki,Aura,2
Pihtipudas,Alajärvi,2
Loimaa,Sauvo,2
Asikkala,Pukkila,2
Lapinlahti,Leppävirta,2
Askola,Kauniainen,2
Nykarleby,Lappajärvi,2
Savitaipale,Heinola,2
Uusikaupunki,Huittinen,2
Pertunmaa,Kuhmoinen,2
Loppi,Akaa,2
Loppi,Askola,2
Iisalmi,Pyhäntä,2
Ypäjä,Valkeakoski,2
Loimaa,Vihti,2
Lapinlahti,Kajaani,2
Loimaa,Vehmaa,2
Ruovesi,Ikaalinen,2
Laitila,Salo,2
Loimaa,Ulvila,2
Sauvo,Marttila,2
Sauvo,Lohja,2
Oulainen,Haapajärvi,2
Asikkala,Orivesi,2
Salo,Urjala,2
Lapua,Kokkola,2
Loimaa,Loppi,2
Salo,Janakkala,2
Nurmijärvi,Forssa,2
Myrskylä,Hamina,2
Alavus,Viitasaari,2
Hämeenlinna,Koski_Tl,2
Lapua,Kronoby,2
Ii,Lumijoki,2
Alavus,Tampere,2
Ähtäri,Tampere,2
Alavus,Saarijärvi,2
Alavus,Ruovesi,2
Pudasjärvi,Liminka,2
Heinola,Loviisa,2
Lapinjärvi,Pukkila,2
Lapinjärvi,Nurmijärvi,2
Petäjävesi,Alavus,2
Heinola,Pornainen,2
Heinola,Savitaipale,2
Utajärvi,Puolanka,2
Orivesi,Hyvinkää,2
Posio,Rovaniemi,2
Utajärvi,Pudasjärvi,2
Ruovesi,Petäjävesi,2
Orivesi,Urjala,2
Lappeenranta,Parikkala,2
Asikkala,Kangasala,2
Posio,Pudasjärvi,2
Lappeenranta,Lahti,2
Ähtäri,Orivesi,2
Lappeenranta,Heinola,2
Ylivieska,Halsua,2
Juupajoki,Pälkäne,2
Loviisa,Riihimäki,2
Virrat,Jämsä,2
Kitee,Varkaus,2
Sulkava,Kitee,2
Sulkava,Enonkoski,2
Vimpeli,Nykarleby,2
Vimpeli,Ähtäri,2
Haapajärvi,Raahe,2
Sottunga,Saltvik,2
Reisjärvi,Evijärvi,2
Humppila,Riihimäki,2
Kiuruvesi,Ylivieska,2
Kivijärvi,Jyväskylä,2
Nivala,Merijärvi,2
Padasjoki,Ylöjärvi,2
Haapajärvi,Kokkola,2
Humppila,Säkylä,2
Pomarkku,Huittinen,2
Kitee,Sulkava,2
Nivala,Kinnula,2
Haapavesi,Merijärvi,2
Perho,Sievi,2
Haapavesi,Pyhäntä,2
Haapavesi,Pyhäjoki,2
Vimpeli,Jakobstad,2
Kirkkonummi,Pornainen,2
Sund,Föglö,2
Lohja,Akaa,2
Kitee,Rantasalmi,2
Kirkkonummi,Somero,2
Kirkkonummi,Tammela,2
Tuusula,Hollola,2
Kitee,Heinävesi,2
Sulkava,Rautjärvi,2
Janakkala,Askola,2
Pori,Nousiainen,2
Haapajärvi,Keitele,2
Haapajärvi,Kannus,2
Kokkola,Perho,2
Sonkajärvi,Pyhäntä,2
Sonkajärvi,Pyhäjärvi,2
Sonkajärvi,Pielavesi,2
Sonkajärvi,Nurmes,2
Kokkola,Lapua,2
Kokkola,Oulainen,2
Padasjoki,Pirkkala,2
Kokemäki,Ylöjärvi,2
Föglö,Finström,2
Isokyrö,Korsnäs,2
Forssa,Ylöjärvi,2
Pyhtää,Tuusula,2
Nivala,Siikajoki,2
Virrat,Ilmajoki,2
